address,serial
0x5eff0e,24813
0x5eff38,24814
0x5eff6d,24815
0x5eff97,24816
0x5effcc,24817
0x5f000a,24818
0x5f0045,24819
0x5f0406,24836
0x5f06c6,24838
0x5f0719,24839
0x5f0746,24840
0x5f07ce,24841
0x5f07ef,24842
0x5f0823,24843
0x5f0920,24845
0x5f0f77,24849
0x5f0fa0,24850
0x5f0fd4,24851
0x5f105a,24852
0x5f122e,24853
0x5f3495,24897
0x5f34c9,24898
0x5f3513,24899
0x5f353d,24900
0x5f364c,24902
0x5f369c,24903
0x5f36ec,24904
0x5f37ee,24907
0x5f3814,24908
0x5f3f61,24921
0x5f3f95,24922
0x5f44f5,24945
0x5f4584,24947
0x5f4725,24951
0x5f474b,24952
0x5f48ce,24953
0x5f4901,24954
0x5f4939,24955
0x5f5ce2,25016
0x5f5d4f,25017
0x5f5d73,25018
0x5f5dd7,25019
0x5f5e4b,25020
0x5f5eb0,25021
0x5f5f15,25022
0x5f5f5b,25023
0x5f5fd6,25024
0x5f6051,25025
0x5f60a8,25026
0x5f6108,25027
0x5f6193,25028
0x5f61cf,25029
0x5f62d3,25032
0x5f62fc,25033
0x5f6397,25034
0x5f642e,25036
0x5f646a,25037
0x5f674b,25051
0x5f6773,25052
0x5f67ac,25053
0x5f680d,25054
0x5f6831,25055
0x5f6875,25056
0x5f6947,25059
0x5f69c5,25060
0x5f6a53,25061
0x5f6b5f,25063
0x5f6b89,25064
0x5f6dfc,25075
0x5f6e85,25076
0x5f6ecd,25077
0x5f6ef4,25078
0x5f6f6a,25079
0x5f6fa7,25080
0x5f80ff,25112
0x5f813d,25113
0x5f819d,25114
0x5f81d6,25115
0x5f829d,25118
0x5f8a39,25141
0x5fa407,25287
0x5faf24,25325
0x5fb1c2,25327
0x5fb84f,25345
0x5fb878,25346
0x5fbac3,25355
0x5fbae2,25356
0x5fbb01,25357
0x5fbb20,25358
0x5fbb63,25359
0x5fbb82,25360
0x5fbc20,25361
0x5fc480,25381
0x5fc49e,25382
0x5fc536,25385
0x5fc557,25386
0x5fc597,25387
0x5fc5b8,25388
0x5fc5ff,25389
0x5fc633,25390
0x5fc6b2,25391
0x5fc6de,25392
0x5fc718,25393
0x5fcac4,25408
0x5fcb01,25409
0x5fcc40,25413
0x5fcc74,25414
0x5fcca6,25415
0x5fcf35,25424
0x5fcf5f,25425
0x5fcf89,25426
0x5fd016,25427
0x5fd0b6,25428
0x5fd0e4,25429
0x5fdc87,25454
0x5fdcb5,25455
0x5fdcd6,25456
0x5ff310,25533
0x5ffa37,25635
0x5ffae6,25636
0x600108,25650
0x600141,25651
0x601516,25682
0x6015b2,25683
0x6015e6,25684
0x601607,25685
0x601628,25686
0x601649,25687
0x60166b,25688
0x60178f,25691
0x6017bf,25692
0x601801,25693
0x6018b9,25694
0x6018da,25695
0x601925,25696
0x6019fb,25697
0x601a23,25698
0x601a56,25699
0x601aa3,25700
0x601ad5,25701
0x601cde,25704
0x602000,25710
0x602059,25711
0x6037dd,25782
0x6037fe,25783
0x6038d2,25785
0x603bdc,25790
0x60485f,25825
0x60487d,25826
0x6048dd,25827
0x604906,25828
0x60492c,25829
0x604977,25830
0x6049a8,25831
0x6049d7,25832
0x604a36,25833
0x604a68,25834
0x6055af,25850
0x6055cd,25851
0x605622,25852
0x605652,25853
0x6056f2,25856
0x605934,25861
0x60c8f1,26117
0x60c915,26118
0x60c948,26119
0x60c970,26120
0x610984,26367
0x6110b4,26424
0x6110d7,26425
0x611168,26426
0x611213,26428
0x6112a7,26429
0x6112e4,26430
0x612c07,26566
0x6130a9,26567
0x6130e1,26568
0x61311b,26569
0x613154,26570
0x6131bc,26571
0x61320a,26572
0x61322b,26573
0x613282,26574
0x61481f,26742
0x61488c,26743
0x614b63,26748
0x614ce2,26750
0x61aff0,26886
0x61b06f,26888
0x61be65,26891
0x61c031,26892
0x61c37b,26894
0x61c3da,26895
0x61c495,26896
0x61c611,26897
0x61d431,26908
0x61d4dd,26909
0x61d557,26910
0x61e7f5,26920
0x61e915,26923
0x61ea19,26924
0x61ea69,26925
0x61eab8,26926
0x61ecac,26929
0x61ecf4,26930
0x61ed17,26931
0x61ee53,26936
0x61ee88,26937
0x61ef45,26942
0x61f0a6,26949
0x61f0f7,26950
0x61f126,26951
0x61f15f,26952
0x61f192,26953
0x61f55b,26961
0x61f7bb,26968
0x61f83d,26969
0x61f8df,26971
0x61fae7,26972
0x61fb0f,26973
0x61fb37,26974
0x61fe32,26981
0x61fe56,26982
0x61fe82,26983
0x6207d6,26984
0x6207fe,26985
0x6208c2,26986
0x6208eb,26987
0x620947,26988
0x620980,26989
0x620a97,26990
0x620ad8,26991
0x620bda,26992
0x620c4f,26993
0x620cba,26994
0x6211de,27002
0x621266,27003
0x621563,27009
0x62158c,27010
0x6215b5,27011
0x62160f,27012
0x62165e,27013
0x62172c,27014
0x62179e,27015
0x6217d9,27016
0x62290e,27066
0x622dcd,27076
0x622df1,27077
0x62349c,27090
0x6234cb,27091
0x62350f,27092
0x623532,27093
0x623569,27094
0x6235f4,27096
0x623666,27098
0x62369d,27099
0x6236d4,27100
0x62397d,27108
0x62399b,27109
0x6239cc,27110
0x623b11,27115
0x623b3c,27116
0x623b6d,27117
0x623e4b,27129
0x623ea1,27130
0x623ed2,27131
0x623fc1,27134
0x623ff2,27135
0x624a8c,27155
0x6264b0,27283
0x6264d3,27284
0x626585,27285
0x6265a8,27286
0x626645,27287
0x62707f,27316
0x628ca8,27548
0x628fa7,27549
0x628fd3,27550
0x628fff,27551
0x629225,27555
0x629266,27556
0x62ab88,27684
0x62af54,27694
0x62af8a,27695
0x62b051,27696
0x62b149,27697
0x62b17d,27698
0x62b30b,27699
0x62b3db,27700
0x62b419,27701
0x62b465,27702
0x62b4ed,27703
0x62b523,27704
0x62b559,27705
0x62b65e,27706
0x62ba3e,27718
0x62ba74,27719
0x62bb71,27721
0x62bbee,27722
0x62bc19,27723
0x62ca2f,27885
0x62d83e,27886
0x62d8ee,27887
0x62d9b8,27888
0x62d9f7,27889
0x62da74,27891
0x62dae0,27892
0x62db0c,27893
0x62ddd7,27899
0x62dee6,27900
0x62f5d7,27996
0x62f60b,27997
0x62fb8b,28029
0x62fca9,28030
0x62ff51,28037
0x630051,28039
0x6300b2,28040
0x6300ef,28041
0x630121,28042
0x6301bc,28043
0x6301e4,28044
0x63029e,28045
0x6302cc,28046
0x6302f4,28047
0x630407,28048
0x63042b,28049
0x63044f,28050
0x630484,28051
0x630568,28052
0x6305b4,28053
0x6305ed,28054
0x630647,28055
0x6306d2,28057
0x63077b,28058
0x6307a3,28059
0x630866,28060
0x6308f2,28061
0x630947,28062
0x630b37,28065
0x630bf3,28066
0x630cc3,28067
0x630d3e,28068
0x630d8f,28069
0x630e3b,28070
0x630e9c,28071
0x631167,28074
0x6311a3,28075
0x631201,28076
0x631266,28077
0x63158c,28086
0x631cc0,28091
0x631daa,28094
0x631e72,28096
0x631eda,28097
0x631f65,28099
0x631fa1,28100
0x631fc4,28101
0x63204b,28102
0x6320e2,28103
0x63213d,28104
0x63217a,28105
0x632210,28107
0x632297,28109
0x6323e2,28112
0x63243d,28113
0x632476,28114
0x6324b4,28115
0x6324de,28116
0x632506,28117
0x63258d,28118
0x632632,28119
0x632683,28120
0x6326bc,28121
0x6326fc,28122
0x63273c,28123
0x63276b,28124
0x632793,28125
0x63281a,28126
0x6328da,28127
0x63292d,28128
0x6329b6,28129
0x632a2a,28131
0x632ade,28133
0x632b9e,28134
0x632cc0,28137
0x632d26,28138
0x632d58,28139
0x632dc8,28140
0x632df9,28141
0x632e80,28142
0x632f0a,28143
0x632f33,28144
0x632fa3,28146
0x63301b,28147
0x633055,28148
0x63308f,28149
0x633108,28150
0x63316f,28151
0x633230,28152
0x6332ea,28153
0x633484,28154
0x633611,28155
0x633779,28156
0x63381a,28158
0x633858,28159
0x633a6f,28161
0x633b55,28162
0x633bdc,28163
0x633c68,28165
0x633cb1,28166
0x633cef,28168
0x633d0e,28169
0x633d86,28170
0x633dbf,28171
0x633df6,28172
0x633e4b,28173
0x633e8f,28174
0x633f02,28176
0x633f3d,28177
0x633fae,28178
0x634036,28179
0x63417c,28182
0x6343ff,28187
0x63459f,28191
0x63466c,28193
0x6347ef,28196
0x63480d,28197
0x6348bc,28198
0x634ad1,28203
0x634b1c,28204
0x634b56,28205
0x634c41,28206
0x634d5e,28208
0x634d8a,28209
0x634db6,28210
0x634de2,28211
0x634e1f,28212
0x634e5e,28213
0x634f59,28216
0x634fab,28217
0x635006,28218
0x6351d5,28221
0x6353af,28228
0x6353d6,28229
0x635445,28231
0x635485,28232
0x6354f7,28233
0x635526,28234
0x635599,28235
0x63563e,28237
0x635670,28238
0x635703,28239
0x63574b,28240
0x635839,28241
0x635917,28243
0x63594b,28244
0x63597f,28245
0x635ad1,28248
0x635b58,28249
0x635c57,28250
0x635c8b,28251
0x635db0,28253
0x635e44,28254
0x635ea8,28255
0x635fbe,28258
0x636148,28262
0x6361e8,28263
0x636213,28264
0x636245,28265
0x63627f,28266
0x636306,28267
0x63636b,28268
0x636397,28269
0x636b7b,28470
0x636baa,28471
0x6370d7,28478
0x63710b,28479
0x63f29d,28946
0x63f386,28947
0x63f3b0,28948
0x63fb92,28968
0x63fc62,28969
0x63fccc,28970
0x64116b,28992
0x64125f,28995
0x6414bf,28999
0x6415c9,29000
0x642d11,29039
0x642d6e,29040
0x642db3,29041
0x642de5,29042
0x642ec5,29043
0x642f46,29044
0x642fb4,29045
0x642fe0,29046
0x643011,29047
0x643054,29048
0x643082,29049
0x6430b6,29050
0x643147,29051
0x643217,29052
0x643263,29053
0x643291,29054
0x6432d1,29055
0x6432ff,29056
0x64332e,29057
0x6433ca,29058
0x6434bc,29059
0x6434f6,29060
0x6436ac,29067
0x643766,29068
0x643891,29071
0x643ae6,29076
0x643b2c,29077
0x6441ff,29085
0x6442a1,29086
0x644351,29087
0x644411,29089
0x644539,29091
0x644617,29093
0x645767,29133
0x646d21,29169
0x647743,29320
0x647916,29321
0x64807e,29332
0x648102,29333
0x64812d,29334
0x65c35e,30825
0x65c38d,30826
0x65c6b6,30907
0x665a73,32159
0x665ad0,32160
0x665bb7,32162
0x665c67,32164
0x665cef,32165
0x665d2c,32166
0x665d54,32167
0x665e77,32168
0x665f15,32169
0x665f52,32170
0x665f7a,32171
0x6661c5,32172
0x666383,32178
0x6663c0,32179
0x6663eb,32180
0x6664f8,32183
0x666700,32196
0x6667dd,32198
0x666f32,32224
0x666f59,32225
0x666f9c,32226
0x666fcb,32227
0x667043,32228
0x6670ca,32229
0x667131,32230
0x66751a,32237
0x667539,32238
0x667b3e,32344
0x667c21,32345
0x667c5a,32346
0x667d0c,32348
0x667e68,32420
0x667fc0,32423
0x668033,32424
0x6680b9,32425
0x6684ee,32485
0x66850f,32486
0x66853b,32487
0x66859d,32488
0x669927,32591
0x673282,33274
0x6732b0,33275
0x6732dc,33276
0x6738c4,33303
0x6738f7,33304
0x673936,33305
0x673966,33306
0x673999,33307
0x6739c5,33308
0x673a04,33309
0x673a57,33310
0x673a7e,33311
0x673aae,33312
0x673af7,33313
0x673c21,33318
0x673cd3,33319
0x674137,33375
0x6743d7,33377
0x67caf0,33721
0x67cb51,33722
0x67cb7f,33723
0x67cc40,33724
0x67cc81,33725
0x67cf98,33737
0x67d393,33761
0x67ddbc,33774
0x67de00,33775
0x67e163,33778
0x67e261,33784
0x67e2ba,33785
0x67e30d,33786
0x67e341,33787
0x67e3ab,33788
0x67e52d,33793
0x67e57c,33794
0x67e681,33800
0x67e6f3,33802
0x67e779,33803
0x67e80f,33804
0x67e85d,33805
0x67e892,33806
0x680144,34070
0x68029c,34076
0x6802cd,34077
0x680374,34078
0x680443,34079
0x680506,34088
0x6806f5,34091
0x6807fd,34093
0x68085a,34094
0x680891,34095
0x680949,34096
0x6809f7,34097
0x680ada,34098
0x681590,34150
0x68338d,34281
0x6833d1,34282
0x683414,34283
0x683462,34284
0x6834eb,34285
0x683536,34286
0x68356b,34287
0x683904,34296
0x683930,34297
0x683969,34298
0x6839af,34300
0x6839dc,34301
0x683a10,34302
0x683a36,34303
0x683a5c,34304
0x683a82,34305
0x683aa1,34306
0x683ac0,34307
0x683ba2,34311
0x6845a6,34320
0x684693,34321
0x6846fb,34322
0x684756,34323
0x68491c,34326
0x684967,34327
0x6856aa,34340
0x685bf1,34396
0x685c18,34397
0x685c51,34398
0x685c78,34399
0x687b9e,34467
0x687c54,34469
0x687dd4,34471
0x687ffa,34475
0x68808b,34480
0x68818e,34481
0x68b31a,34597
0x68b345,34598
0x68b3ac,34599
0x68b66b,34600
0x68b6b5,34601
0x68b737,34606
0x68bc77,34611
0x68c24b,34617
0x68c29a,34618
0x68c2de,34619
0x68c301,34620
0x68c324,34621
0x68c347,34622
0x68c395,34623
0x68c58d,34624
0x68c6db,34627
0x68d897,34954
0x68ec62,34964
0x690025,35049
0x6905d9,35104
0x6906b6,35105
0x690910,35106
0x690a1a,35109
0x690b4b,35111
0x690b91,35112
0x690c4b,35113
0x690c7a,35114
0x690cfa,35115
0x690d44,35116
0x690df7,35117
0x690e29,35118
0x691098,35121
0x69340d,35268
0x6935b5,35269
0x6935f1,35270
0x693bf2,35302
0x693eb7,35307
0x693f42,35308
0x693fc1,35309
0x694061,35312
0x694142,35313
0x694181,35314
0x69426d,35315
0x6942dd,35316
0x694a92,35340
0x694bea,35342
0x694f2b,35350
0x69512a,35353
0x69565c,35359
0x69690b,35381
0x697295,35391
0x6975ae,35393
0x697648,35394
0x697935,35395
0x697a12,35396
0x697bae,35397
0x697be7,35398
0x697c49,35399
0x6983ee,35410
0x698497,35412
0x69e340,35764
0x69e3ef,35765
0x69e499,35766
0x69f346,35792
0x69f3c5,35793
0x69f3ed,35794
0x69f50e,35796
0x69fb94,35804
0x69fbb6,35805
0x6ad127,36786
0x6ad153,36787
0x6ad2a9,36790
0x6ad88a,36802
0x6ae14c,36818
0x6ae1aa,36820
0x6ae20c,36821
0x6ae26a,36822
0x6c37ac,33324
0x6c3902,33330
0x6c3926,33331
0x6c3c4f,33333
0x6c3cd9,33334
0x6c3d3d,33335
0x6c3e28,33339
0x6c429f,33241
0x6c439a,18459
0x6c45bf,33168
0x6c46ba,18447
0x6c474f,33260
0x6c484a,18465
0x6c4a6f,33038
0x6c4b6a,18417
0x6c4bff,32339
0x6c4cfa,32332
0x6c4d8f,33222
0x6c4e8a,18453
0x6c50af,33076
0x6c51aa,18429
0x6c523f,33149
0x6c533a,18441
0x6c53cf,34393
0x6c54ca,18405
0x6c587f,33019
0x6c597a,18411
0x6c5a0f,34414
0x6c5b0a,34420
0x6c5b9f,35239
0x6c5c9a,35245
0x6c5ecf,33757
0x6c5fca,18471
0x6c605f,34433
0x6c615a,34439
0x6c638f,35258
0x6c648a,35264
0x6c69cf,34999
0x6c6aca,35005
0x6c6b5f,35041
0x6c6c5a,35047
0x6c6e7f,32071
0x6c6f7a,18387
0x6c700f,27219
0x6c710b,27225
0x6c79f3,7963
0x6c7b6b,15304
0x6c7d48,15345
0x6c7f80,15352
0x6c7fee,15302
0x6c8028,15303
0x6c8201,15204
0x6c833b,33841
0x6c84f8,33789
0x6c8591,33780
0x6c85db,33781
0x6c879e,33839
0x6c8b11,33776
0x6c8cdb,13504
0x6c8e98,13570
0x6c8f34,13490
0x6c8f7e,13491
0x6c914e,13502
0x6c9188,13503
0x6c9361,13486
0x6c949b,33893
0x6c9678,33932
0x6c9711,33796
0x6c975b,33797
0x6c991e,33891
0x6c9958,33892
0x6c9b31,33791
0x6c9c6b,15262
0x6c9dc8,15220
0x6ca06e,15260
0x6ca0a8,15261
0x6ca3e1,15343
0x6cad96,5042
0x6cae04,17959
0x6cae79,27167
0x6caeee,5090
0x6caf1d,5091
0x6cb52f,18717
0x6cba6d,19050
0x6cbaac,19051
0x6cbafc,19052
0x6cbb7c,19009
0x6cbbea,19054
0x6cbdb0,19055
0x6cbe92,19056
0x6cbf25,18648
0x6cbfa1,18652
0x6cc24d,13213
0x6cc40f,13212
0x6cc94d,13347
0x6cc98c,13348
0x6cc9dc,13349
0x6cca5c,13203
0x6ccaca,13351
0x6ccc90,13352
0x6ccd72,13353
0x6cce05,13163
0x6cce81,13167
0x6cd134,18213
0x6cd736,18204
0x6cd777,18205
0x6cdb2c,18060
0x6cdcc0,18224
0x6cdda2,18225
0x6cde35,17984
0x6cdf71,18058
0x6ce224,27368
0x6ce816,27359
0x6ce857,27360
0x6cec0c,27340
0x6ced80,27379
0x6cee5c,27380
0x6ceef5,27320
0x6cf031,27326
0x6d0404,27417
0x6d0a06,27410
0x6d0a47,27411
0x6d0dfc,27337
0x6d0f90,27428
0x6d1072,27429
0x6d1105,27409
0x6d1251,27331
0x6d1504,28369
0x6d1b06,28360
0x6d1b47,28361
0x6d1efc,28343
0x6d2090,28380
0x6d2172,28381
0x6d2205,28334
0x6d2341,28341
0x6d25f4,27490
0x6d2bf6,27481
0x6d2c37,27482
0x6d2fec,27351
0x6d3180,27501
0x6d3262,27502
0x6d32f5,27343
0x6d3431,27349
0x6d43e5,17974
0x6d4521,18044
0x6d54d5,33653
0x6d5611,33659
0x6d65c5,18878
0x6d6701,18982
0x6d8b94,18160
0x6d9196,18151
0x6d91d7,18152
0x6d958c,18053
0x6d9720,18171
0x6d9802,18172
0x6d9895,17979
0x6d99d1,18051
0x6d9c94,19726
0x6da296,19719
0x6da2d7,19720
0x6da68c,19511
0x6da820,19737
0x6da902,19738
0x6da995,19699
0x6daae1,19505
0x6dcb85,19967
0x6dccc1,19975
0x6ddc75,36842
0x6dddb1,36848
0x6de064,35182
0x6de666,35174
0x6de6a7,35175
0x6dea5c,35134
0x6debf0,35193
0x6decd2,35194
0x6ded65,35126
0x6deea1,35132
0x6e0f45,12809
0x6e1081,12818
0x6e3145,18883
0x6e3281,18988
0x6e4235,34660
0x6e4371,34677
0x6e572d,18772
0x6e58ef,18853
0x6e5e2d,18768
0x6e5e6c,18769
0x6e5ebc,18770
0x6e5f3c,18765
0x6e5faa,18773
0x6e6170,18774
0x6e6252,18775
0x6e62e5,18760
0x6e6361,18763
0x6e67ef,13210
0x6e71e5,13162
0x6e7261,13168
0x6e7574,8312
0x6e7716,8304
0x6e7754,8305
0x6e778e,8306
0x6e7bdd,8296
0x6e7c1c,8297
0x6e7c6c,8298
0x6e7cec,8335
0x6e7d5a,8300
0x6e7eaf,8303
0x6e7f20,8301
0x6e8009,8302
0x6e8095,8293
0x6e8111,8295
0x6e8218,13295
0x6e83dd,13282
0x6e859f,13281
0x6e8aca,13175
0x6e8cd0,13283
0x6e8db2,13284
0x6e8e45,13165
0x6e8ec1,13169
0x6e8fc8,19321
0x6e9022,19322
0x6e91d4,19334
0x6e936f,18716
0x6e93f6,19326
0x6e9434,19327
0x6e946e,19328
0x6e982c,18999
0x6e99ef,19325
0x6e9aa0,19323
0x6e9b82,19324
0x6e9c15,18646
0x6e9c91,18655
0x6e9d78,15324
0x6ea5fc,15342
0x6ea985,15323
0x6eaa01,15328
0x6eaaf8,8027
0x6eacbd,8012
0x6eae8f,8011
0x6eb35c,8031
0x6eb3ca,7980
0x6eb5d0,8013
0x6eb6b9,8014
0x6eb745,8017
0x6eb7c1,8015
0x6ebc3f,18838
0x6ec475,28935
0x6ec4f1,28938
0x6ecdaa,17770
0x6ed0e5,17710
0x6ed161,17732
0x6ed248,23335
0x6ed2a2,23336
0x6ed454,23334
0x6ed5ff,23260
0x6ed686,23326
0x6ed6c4,23327
0x6ed6fe,23328
0x6edaac,23320
0x6edb1a,23254
0x6edc6f,23325
0x6edd20,23323
0x6ede02,23324
0x6ede95,23251
0x6edf11,23257
0x6ee018,19087
0x6ee072,19088
0x6ee214,19086
0x6ee3c6,19077
0x6ee404,19078
0x6ee43e,19079
0x6ee7ec,18980
0x6ee92f,19085
0x6ee9e0,19074
0x6eeac2,19075
0x6eeb55,18641
0x6eebd1,18663
0x6eee98,8361
0x6eeef2,8362
0x6ef73d,8344
0x6ef77c,8345
0x6ef7ca,8346
0x6ef84c,8343
0x6ef8ba,8348
0x6efac0,8349
0x6efba9,8350
0x6efc35,8199
0x6efcb1,8217
0x6eff98,33861
0x6f015d,33886
0x6f032f,33884
0x6f07fc,33878
0x6f0b85,33860
0x6f0c01,33865
0x6f0cf8,12830
0x6f0d52,12831
0x6f167c,12815
0x6f1890,12832
0x6f1979,12833
0x6f1a05,12690
0x6f1a81,12693
0x6f1d48,12942
0x6f1da2,12943
0x6f1f54,12941
0x6f2156,12932
0x6f2194,12933
0x6f21ce,12934
0x6f258c,12814
0x6f26ef,12940
0x6f27a0,12929
0x6f2882,12930
0x6f2915,12689
0x6f2991,12694
0x6f2a33,12750
0x6f2a5f,12751
0x6f2c58,13524
0x6f2e1d,13574
0x6f2fdf,13572
0x6f34ac,13568
0x6f3835,13523
0x6f38b1,13528
0x6f39a8,33913
0x6f3b6d,33936
0x6f3d3f,33934
0x6f420c,33930
0x6f4595,33912
0x6f4611,33917
0x6f53fa,17771
0x6f56f5,17711
0x6f5771,17731
0x6f5858,18239
0x6f58b2,18240
0x6f5a64,18238
0x6f5c06,18230
0x6f5c44,18231
0x6f5c7e,18232
0x6f604c,18062
0x6f61af,18229
0x6f6260,18227
0x6f6349,18228
0x6f63d5,18211
0x6f6451,18061
0x6f66f8,27394
0x6f6752,27395
0x6f6904,27393
0x6f6aa6,27385
0x6f6ae4,27386
0x6f6b1e,27387
0x6f6edc,27342
0x6f703f,27384
0x6f70f0,27382
0x6f71d2,27383
0x6f7265,27366
0x6f72e6,27341
0x6f8438,27443
0x6f8492,27444
0x6f8694,27442
0x6f8906,27434
0x6f8944,27435
0x6f897e,27436
0x6f8d3c,27339
0x6f8e9f,27433
0x6f8f50,27431
0x6f9032,27432
0x6f90c5,27408
0x6f9146,27338
0x6f93f8,28395
0x6f9452,28396
0x6f95bd,28350
0x6f977f,28349
0x6f9c3c,28345
0x6f9e50,28383
0x6f9f32,28384
0x6f9fc5,28367
0x6fa046,28344
0x6fa2f8,27516
0x6fa352,27517
0x6fa4bd,27472
0x6fa67f,27471
0x6fab3c,27353
0x6fad50,27504
0x6fae32,27505
0x6faec5,27488
0x6faf46,27352
0x6ffc98,18186
0x6ffcf2,18187
0x6ffea4,18185
0x700046,18177
0x700084,18178
0x7000be,18179
0x70047c,18055
0x7005df,18176
0x700690,18174
0x700772,18175
0x700805,18158
0x700886,18054
0x700b38,19752
0x700b92,19753
0x700d44,19751
0x700ee6,19743
0x700f24,19744
0x700f5e,19745
0x70131c,19513
0x70147f,19742
0x701530,19740
0x701612,19741
0x7016a5,19718
0x701726,19512
0x704798,35166
0x7047f2,35167
0x7049ad,35138
0x704b6f,35137
0x7050fc,35136
0x705310,35150
0x7053f2,35151
0x705485,35156
0x705506,35135
0x70c49f,18724
0x70cce5,18649
0x70cd61,18650
0x70ce48,9378
0x70cea2,9379
0x70d054,9391
0x70d1ef,9237
0x70d276,9383
0x70d2b4,9384
0x70d2ee,9385
0x70d6ac,9355
0x70d80f,9382
0x70d8c0,9380
0x70d9a2,9381
0x70da35,9225
0x70dab1,9228
0x70db98,19339
0x70dbf2,19340
0x70dda4,19352
0x70df3f,18722
0x70dfc6,19344
0x70e004,19345
0x70e03e,19346
0x70e3fc,19002
0x70e55f,19343
0x70e610,19341
0x70e6f2,19342
0x70e785,18647
0x70e801,18654
0x70e8e8,27184
0x70f09c,18199
0x70f10a,26938
0x70f2d0,27170
0x70f3b9,27171
0x70f445,17824
0x70f4c1,17830
0x70f5c8,27749
0x70f78d,27754
0x70f95f,27683
0x70fe15,28324
0x70ff06,28325
0x70ffb5,28327
0x7100e1,28328
0x710111,28329
0x710168,28330
0x7101f2,28331
0x7102bc,27735
0x71032a,27678
0x710530,27737
0x710612,27738
0x7106a5,27675
0x710721,27680
0x711410,1796
0x7114f9,1797
0x711585,1800
0x711601,1798
0x71218d,19800
0x7121cc,19801
0x71221a,19802
0x71229c,19702
0x71230a,19360
0x7124d0,19703
0x7125b9,19704
0x712645,19359
0x7126c1,19361
0x7127a8,15282
0x71296d,15375
0x712b5f,15373
0x71302c,15299
0x7133b5,15281
0x713431,15286
0x713528,18475
0x713582,18476
0x7138af,28943
0x713d7c,18495
0x713f90,18477
0x714079,18478
0x714105,18481
0x714181,18479
0x714258,19031
0x7142b2,19032
0x71441d,19169
0x714464,19044
0x7145df,18720
0x714666,19036
0x7146a4,19037
0x7146de,19038
0x714a9c,18997
0x714c5f,19035
0x714d10,19033
0x714df2,19034
0x714e85,18644
0x714f01,18657
0x714fe8,19011
0x715042,19012
0x7151ad,19167
0x7151f4,19024
0x71536f,18718
0x7153f6,19016
0x715434,19017
0x71546e,19018
0x71582c,18995
0x71598f,19015
0x715a40,19013
0x715b22,19014
0x715bb5,18642
0x715c31,18658
0x71609f,23261
0x7168e5,23252
0x716961,23256
0x716a48,12848
0x716c0d,12949
0x716dcf,12772
0x71728c,12816
0x7172fa,32427
0x717500,12850
0x7175e2,12851
0x717675,12691
0x7176f1,12692
0x7179b8,27650
0x717a12,27651
0x717b7d,27671
0x717bc4,27663
0x717d3f,27553
0x717dc6,27655
0x717e04,27656
0x717e3e,27657
0x7181fc,27629
0x71835f,27654
0x718410,27652
0x7184f2,27653
0x718585,27545
0x718601,27546
0x7186e8,35524
0x71889a,35539
0x718aaa,35538
0x718f9c,35472
0x71900a,35378
0x719210,35512
0x7192f2,35513
0x719385,35330
0x719401,35338
0x7194e8,19103
0x719542,19104
0x7196f4,19116
0x71988f,18723
0x719916,19108
0x719954,19109
0x71998e,19110
0x719d4c,18976
0x719eaf,19107
0x719f60,19105
0x71a03b,19106
0x71a0d5,18637
0x71a151,18651
0x71a3e4,17939
0x71a9d5,17931
0x71aac6,17932
0x71ab07,17933
0x71aecc,18063
0x71b0a0,17950
0x71b189,17951
0x71b215,17715
0x71b291,17719
0x71c015,35329
0x71c091,35339
0x71d77d,18508
0x71d7bc,18509
0x71d80c,18510
0x71d88c,18537
0x71d8fa,18517
0x71dac0,18518
0x71dba9,18519
0x71dc35,18513
0x71dcb1,18520
0x71ea38,15305
0x71ea92,15306
0x71eddf,15348
0x71f2ac,15344
0x71f31a,15346
0x71f520,15307
0x71f609,15308
0x71f695,15255
0x71f711,15256
0x71f808,33842
0x71f862,33843
0x71f9cd,33887
0x71fbaf,33885
0x72007c,33879
0x7200ea,33883
0x7202f0,33844
0x7203d9,33845
0x720465,33836
0x7204e1,33837
0x7205d8,13505
0x72079d,13575
0x72097f,13573
0x720e4c,13569
0x720eba,13571
0x7210c0,13507
0x7211a9,13508
0x721235,13499
0x7212b1,13500
0x7213a8,33894
0x72156d,33937
0x72174f,33935
0x721c1c,33931
0x721c8a,33933
0x721e90,33896
0x721f79,33897
0x722005,33888
0x722081,33889
0x722178,15263
0x7221d2,15264
0x72233d,15376
0x72251f,15374
0x7229ec,15300
0x722a5a,15372
0x722c60,15265
0x722d49,15266
0x722dd5,15257
0x722e51,15258
0x723f85,17712
0x724001,17730
0x7240e8,19192
0x724142,19193
0x7242ad,19293
0x72446f,18750
0x72493c,18978
0x724b50,19194
0x724c39,19195
0x724cc5,18639
0x724d41,18665
0x725915,8651
0x725991,8649
0x727355,28934
0x7273d1,28939
0x7274b8,18565
0x7276cd,18550
0x72788f,18354
0x727e1c,18540
0x727e8a,18359
0x728090,18553
0x728172,18554
0x728205,18342
0x728281,18349
0x728368,18925
0x7283c2,18926
0x72851a,32415
0x72857d,32418
0x7285c4,18924
0x72877f,32347
0x72881a,32414
0x7288d6,18916
0x728914,18917
0x72894e,18918
0x728d1c,18931
0x728d8a,18911
0x728edf,18915
0x728f90,18913
0x729079,18914
0x729105,18910
0x729181,18912
0x72aa35,17716
0x72aab1,17718
0x72ab98,19148
